name                        size  creationDate         
images/022/0220094021.jpg  159KB  2022-01-17 19:56:35  
images/022/0224314016.jpg  412KB  2022-01-17 19:56:35  
images/026/0261840009.jpg  138KB  2022-01-17 19:56:35  
images/026/0262277011.jpg  152KB  2022-01-17 19:56:35  
images/026/0261606001.jpg  355KB  2022-01-17 19:56:35  
images/026/0264713028.jpg  150KB  2022-01-17 19:56:35  
images/026/0260736032.jpg  210KB  2022-01-17 19:56:35  
images/026/0260736028.jpg  526KB  2022-01-17 19:56:35  
images/026/0261526007.jpg  216KB  2022-01-17 19:56:35  
images/026/0260736026.jpg   74KB  2022-01-17 19:56:35  
images/026/0261526010.jpg  185KB  2022-01-17 19:56:35  
images/026/0261840008.jpg    1MB  2022-01-17 19:56:35  
images/026/0261606016.jpg  406KB  2022-01-17 19:56:35  
images/026/0260736030.jpg  137KB  2022-01-17 19:56:35  
images/026/0262277026.jpg  189KB  2022-01-17 19:56:35  
images/026/0262277009.jpg  126KB  2022-01-17 19:56:35  
images/026/0264713001.jpg  294KB  2022-01-17 19:56:35  
images/026/0260736029.jpg  531KB  2022-01-17 19:56:35  
images/026/0260736025.jpg  295KB  2022-01-17 19:56:35  
images/026/0261606022.jpg  368KB  2022-01-17 19:56:35  
images/026/0260736033.jpg  103KB  2022-01-17 19:56:35  
images/026/0262277029.jpg  146KB  2022-01-17 19:56:35  
images/024/0241602003.jpg  173KB  2022-01-17 19:56:35  
images/024/0241412044.jpg  363KB  2022-01-17 19:56:35  
images/024/0241412046.jpg  272KB  2022-01-17 19:56:35  
images/024/0240670060.jpg  201KB  2022-01-17 19:56:35  
images/024/0241590001.jpg  153KB  2022-01-17 19:56:35  
images/024/0241436001.jpg  733KB  2022-01-17 19:56:35  
images/024/0241412045.jpg  248KB  2022-01-17 19:56:35  
images/024/0241412052.jpg  390KB  2022-01-17 19:56:35  
images/024/0241412043.jpg  365KB  2022-01-17 19:56:35  
images/024/0240840032.jpg  360KB  2022-01-17 19:56:35  
images/024/0241602024.jpg  327KB  2022-01-17 19:56:35  
images/024/0241486016.jpg  163KB  2022-01-17 19:56:35  
images/024/0241602018.jpg  414KB  2022-01-17 19:56:35  
images/024/0240561001.jpg  283KB  2022-01-17 19:56:35  
images/024/0241412037.jpg  216KB  2022-01-17 19:56:35  
images/024/0240670058.jpg  540KB  2022-01-17 19:56:35  
images/024/0241412034.jpg  213KB  2022-01-17 19:56:35  
images/024/0241486015.jpg  194KB  2022-01-17 19:56:35  
images/024/0241436006.jpg  495KB  2022-01-17 19:56:35  
images/024/0241412038.jpg  317KB  2022-01-17 19:56:35  
images/013/0130035001.jpg  203KB  2022-01-17 19:56:35  
images/023/0234187030.jpg    1MB  2022-01-17 19:56:35  
images/023/0234421002.jpg  278KB  2022-01-17 19:56:35  
images/023/0233091003.jpg  457KB  2022-01-17 19:56:35  
images/023/0233091021.jpg  197KB  2022-01-17 19:56:35  
images/023/0233091019.jpg  297KB  2022-01-17 19:56:35  
images/023/0233091020.jpg  315KB  2022-01-17 19:56:35  
images/023/0233091016.jpg  479KB  2022-01-17 19:56:35  
images/023/0233672016.jpg  737KB  2022-01-17 19:56:35  
images/023/0234421004.jpg  266KB  2022-01-17 19:56:35  
images/023/0234187001.jpg  140KB  2022-01-17 19:56:35  
images/023/0234432001.jpg  193KB  2022-01-17 19:56:35  
images/023/0234421001.jpg  310KB  2022-01-17 19:56:35  
images/023/0234622007.jpg   82KB  2022-01-17 19:56:35  
images/023/0234622003.jpg  226KB  2022-01-17 19:56:35  
images/023/0233091022.jpg  333KB  2022-01-17 19:56:35  
images/023/0235732024.jpg  723KB  2022-01-17 19:56:35  
images/023/0234432002.jpg  198KB  2022-01-17 19:56:35  
images/023/0235596002.jpg  107KB  2022-01-17 19:56:35  
images/023/0233091015.jpg  594KB  2022-01-17 19:56:35  
images/023/0234622004.jpg  181KB  2022-01-17 19:56:35  
images/017/0176209039.jpg  172KB  2022-01-17 19:56:35  
images/017/0174057037.jpg  312KB  2022-01-17 19:56:35  
images/017/0174057027.jpg  286KB  2022-01-17 19:56:35  
images/017/0174057039.jpg  313KB  2022-01-17 19:56:35  
images/017/0176209023.jpg  216KB  2022-01-17 19:56:35  
images/017/0174057033.jpg  238KB  2022-01-17 19:56:35  
images/017/0174057022.jpg  269KB  2022-01-17 19:56:35  
images/017/0176209044.jpg  242KB  2022-01-17 19:56:35  
images/017/0174057026.jpg  296KB  2022-01-17 19:56:35  
images/017/0176209035.jpg  448KB  2022-01-17 19:56:35  
images/017/0174057038.jpg  198KB  2022-01-17 19:56:35  
images/017/0174057029.jpg  104KB  2022-01-17 19:56:35  
images/017/0174057030.jpg  180KB  2022-01-17 19:56:35  
images/017/0176209033.jpg  348KB  2022-01-17 19:56:35  
images/017/0176209025.jpg  353KB  2022-01-17 19:56:35  
images/017/0174057036.jpg  281KB  2022-01-17 19:56:35  
images/017/0174057040.jpg  136KB  2022-01-17 19:56:35  
images/017/0176209040.jpg  185KB  2022-01-17 19:56:35  
images/017/0174057035.jpg  207KB  2022-01-17 19:56:35  
images/017/0174057032.jpg  326KB  2022-01-17 19:56:35  
images/015/0156231001.jpg  184KB  2022-01-17 19:56:35  
images/015/0153115039.jpg  166KB  2022-01-17 19:56:35  
images/015/0156231002.jpg  119KB  2022-01-17 19:56:35  
images/015/0156610007.jpg  265KB  2022-01-17 19:56:35  
images/015/0156610001.jpg  142KB  2022-01-17 19:56:35  
images/015/0153115021.jpg   89KB  2022-01-17 19:56:35  
images/015/0156227002.jpg  451KB  2022-01-17 19:56:35  
images/015/0158340001.jpg  206KB  2022-01-17 19:56:35  
images/015/0153115043.jpg  165KB  2022-01-17 19:56:35  
images/015/0153115020.jpg  124KB  2022-01-17 19:56:35  
images/015/0153115019.jpg  169KB  2022-01-17 19:56:35  
images/015/0156289011.jpg  670KB  2022-01-17 19:56:35  
images/015/0156224001.jpg  211KB  2022-01-17 19:56:35  
images/015/0156227001.jpg  603KB  2022-01-17 19:56:35  
images/015/0153115040.jpg  184KB  2022-01-17 19:56:35  
images/015/0150959013.jpg  143KB  2022-01-17 19:56:35  
images/015/0150959011.jpg  641KB  2022-01-17 19:56:35  
images/015/0156610010.jpg  314KB  2022-01-17 19:56:35  
images/015/0156224002.jpg  396KB  2022-01-17 19:56:35  
images/027/0272591029.jpg  152KB  2022-01-17 19:56:35  
images/027/0270382004.jpg  105KB  2022-01-17 19:56:35  
images/027/0270375004.jpg   97KB  2022-01-17 19:56:35  
images/027/0270381004.jpg   63KB  2022-01-17 19:56:35  
images/027/0270375001.jpg  104KB  2022-01-17 19:56:35  
images/027/0270381011.jpg   91KB  2022-01-17 19:56:35  
images/027/0275362022.jpg  281KB  2022-01-17 19:56:35  
images/027/0270381013.jpg   98KB  2022-01-17 19:56:35  
images/027/0272591016.jpg  196KB  2022-01-17 19:56:35  
images/027/0270382001.jpg   85KB  2022-01-17 19:56:35  
images/027/0270381007.jpg   99KB  2022-01-17 19:56:35  
images/027/0270381003.jpg  111KB  2022-01-17 19:56:35  
images/027/0270381001.jpg   67KB  2022-01-17 19:56:35  
images/027/0270375005.jpg  114KB  2022-01-17 19:56:35  
images/027/0270375006.jpg  101KB  2022-01-17 19:56:35  
images/027/0272591023.jpg  242KB  2022-01-17 19:56:35  
images/027/0275362021.jpg  201KB  2022-01-17 19:56:35  
images/027/0272591028.jpg  170KB  2022-01-17 19:56:35  
images/027/0276242019.jpg  596KB  2022-01-17 19:56:35  
images/027/0272591026.jpg  287KB  2022-01-17 19:56:35  
images/021/0212629031.jpg  125KB  2022-01-17 19:56:35  
images/021/0212629050.jpg  182KB  2022-01-17 19:56:35  
images/021/0212629033.jpg  201KB  2022-01-17 19:56:35  
images/021/0212629036.jpg  143KB  2022-01-17 19:56:35  
images/021/0211143022.jpg  495KB  2022-01-17 19:56:35  
images/021/0212629048.jpg  113KB  2022-01-17 19:56:35  
images/021/0212042070.jpg  135KB  2022-01-17 19:56:35  
images/021/0211143021.jpg  903KB  2022-01-17 19:56:35  
images/021/0212629051.jpg  167KB  2022-01-17 19:56:35  
images/021/0212629035.jpg  139KB  2022-01-17 19:56:35  
images/021/0211143037.jpg  208KB  2022-01-17 19:56:35  
images/021/0212629047.jpg  142KB  2022-01-17 19:56:35  
images/021/0211143040.jpg  311KB  2022-01-17 19:56:35  
images/021/0212042036.jpg  125KB  2022-01-17 19:56:35  
images/021/0212629032.jpg  132KB  2022-01-17 19:56:35  
images/021/0212629049.jpg  130KB  2022-01-17 19:56:35  
images/021/0212629043.jpg  106KB  2022-01-17 19:56:35  
images/021/0211143036.jpg  107KB  2022-01-17 19:56:35  
images/021/0212629040.jpg  121KB  2022-01-17 19:56:35  
images/021/0211143023.jpg  489KB  2022-01-17 19:56:35  
images/025/0252298005.jpg  215KB  2022-01-17 19:56:35  
images/025/0254303049.jpg  501KB  2022-01-17 19:56:35  
images/025/0252298015.jpg  369KB  2022-01-17 19:56:35  
images/025/0252229001.jpg  221KB  2022-01-17 19:56:35  
images/025/0252298006.jpg  199KB  2022-01-17 19:56:35  
images/025/0253448002.jpg   90KB  2022-01-17 19:56:35  
images/025/0253448062.jpg  162KB  2022-01-17 19:56:35  
images/025/0253448001.jpg  143KB  2022-01-17 19:56:35  
images/025/0253448059.jpg  179KB  2022-01-17 19:56:35  
images/025/0252298013.jpg  317KB  2022-01-17 19:56:35  
images/025/0251510001.jpg  195KB  2022-01-17 19:56:35  
images/025/0250099002.jpg  334KB  2022-01-17 19:56:35  
images/025/0253448003.jpg  131KB  2022-01-17 19:56:35  
images/025/0252298014.jpg  101KB  2022-01-17 19:56:35  
images/025/0250457010.jpg  572KB  2022-01-17 19:56:35  
images/025/0253448056.jpg  176KB  2022-01-17 19:56:35  
images/025/0252298016.jpg  224KB  2022-01-17 19:56:35  
images/025/0253176016.jpg  921KB  2022-01-17 19:56:35  
images/025/0250099001.jpg  255KB  2022-01-17 19:56:35  
images/025/0252298002.jpg  152KB  2022-01-17 19:56:35  
images/019/0190021001.jpg  116KB  2022-01-17 19:56:35  
images/019/0198518010.jpg  162KB  2022-01-17 19:56:35  
images/019/0190021021.jpg  230KB  2022-01-17 19:56:35  
images/019/0192460006.jpg  494KB  2022-01-17 19:56:35  
images/019/0194270002.jpg  138KB  2022-01-17 19:56:35  
images/019/0194902033.jpg  193KB  2022-01-17 19:56:35  
images/019/0198518020.jpg  245KB  2022-01-17 19:56:35  
images/019/0194270045.jpg  408KB  2022-01-17 19:56:35  
images/019/0190021003.jpg  187KB  2022-01-17 19:56:35  
images/019/0194270046.jpg  181KB  2022-01-17 19:56:35  
images/019/0194242050.jpg  183KB  2022-01-17 19:56:35  
images/019/0194037001.jpg  217KB  2022-01-17 19:56:35  
images/019/0192960023.jpg  242KB  2022-01-17 19:56:35  
images/019/0194242047.jpg  155KB  2022-01-17 19:56:35  
images/019/0194037002.jpg  727KB  2022-01-17 19:56:35  
images/019/0190252020.jpg    1MB  2022-01-17 19:56:35  
images/019/0194270044.jpg  348KB  2022-01-17 19:56:35  
images/019/0198518017.jpg  325KB  2022-01-17 19:56:35  
images/019/0194242048.jpg  151KB  2022-01-17 19:56:35  
images/019/0194242049.jpg  311KB  2022-01-17 19:56:35  
images/010/0108775044.jpg  104KB  2022-01-17 19:56:35  
images/010/0108775015.jpg  151KB  2022-01-17 19:56:35  
images/010/0108775051.jpg  355KB  2022-01-17 19:56:35  
images/028/0283236022.jpg  102KB  2022-01-17 19:56:35  
images/028/0282832017.jpg  164KB  2022-01-17 19:56:35  
images/028/0283236029.jpg  194KB  2022-01-17 19:56:35  
images/028/0282832018.jpg  138KB  2022-01-17 19:56:35  
images/028/0282832012.jpg  305KB  2022-01-17 19:56:35  
images/028/0283236018.jpg  187KB  2022-01-17 19:56:35  
images/028/0282832022.jpg  300KB  2022-01-17 19:56:35  
images/028/0283236028.jpg  117KB  2022-01-17 19:56:35  
images/028/0282832014.jpg  156KB  2022-01-17 19:56:35  
images/028/0280256001.jpg  254KB  2022-01-17 19:56:35  
images/028/0282832019.jpg  163KB  2022-01-17 19:56:35  
images/028/0283236014.jpg  183KB  2022-01-17 19:56:35  
images/028/0282832001.jpg  131KB  2022-01-17 19:56:35  
images/028/0283236027.jpg  743KB  2022-01-17 19:56:35  
images/028/0283236026.jpg  134KB  2022-01-17 19:56:35  
images/028/0280256006.jpg  116KB  2022-01-17 19:56:35  
images/028/0283236023.jpg  108KB  2022-01-17 19:56:35  
images/028/0283236020.jpg  150KB  2022-01-17 19:56:35  
images/028/0282832015.jpg  236KB  2022-01-17 19:56:35  
images/028/0282832021.jpg  259KB  2022-01-17 19:56:35  
images/012/0129085001.jpg  161KB  2022-01-17 19:56:35  
images/012/0120129025.jpg  248KB  2022-01-17 19:56:35  
images/012/0126589006.jpg  142KB  2022-01-17 19:56:35  
images/012/0120129014.jpg  197KB  2022-01-17 19:56:35  
images/012/0120129001.jpg  100KB  2022-01-17 19:56:35  
images/012/0129085027.jpg  321KB  2022-01-17 19:56:35  
images/012/0126589007.jpg  123KB  2022-01-17 19:56:35  
images/012/0126589012.jpg  560KB  2022-01-17 19:56:35  
images/012/0129085026.jpg   85KB  2022-01-17 19:56:35  
images/012/0123173001.jpg  275KB  2022-01-17 19:56:35  
images/012/0126589011.jpg  509KB  2022-01-17 19:56:35  
images/012/0126589010.jpg  120KB  2022-01-17 19:56:35  
images/012/0120129018.jpg  123KB  2022-01-17 19:56:35  
images/016/0164912039.jpg  704KB  2022-01-17 19:56:35  
images/016/0162074071.jpg  212KB  2022-01-17 19:56:35  
images/016/0162074062.jpg  892KB  2022-01-17 19:56:35  
images/016/0163734054.jpg  500KB  2022-01-17 19:56:35  
images/016/0160442007.jpg  128KB  2022-01-17 19:56:35  
images/016/0163734002.jpg  149KB  2022-01-17 19:56:35  
images/016/0164912035.jpg  705KB  2022-01-17 19:56:35  
images/016/0160442010.jpg  113KB  2022-01-17 19:56:35  
images/016/0160442043.jpg  146KB  2022-01-17 19:56:35  
images/016/0162074069.jpg  205KB  2022-01-17 19:56:35  
images/016/0160442042.jpg  802KB  2022-01-17 19:56:35  
images/029/0290675006.jpg  344KB  2022-01-17 19:56:35  
images/029/0291338005.jpg  653KB  2022-01-17 19:56:35  
images/029/0291333023.jpg  210KB  2022-01-17 19:56:35  
images/029/0291333015.jpg  211KB  2022-01-17 19:56:35  
images/029/0291333019.jpg  184KB  2022-01-17 19:56:35  
images/029/0291333021.jpg  155KB  2022-01-17 19:56:35  
images/029/0290519014.jpg  503KB  2022-01-17 19:56:35  
images/029/0291333012.jpg  229KB  2022-01-17 19:56:35  
images/029/0290519008.jpg  223KB  2022-01-17 19:56:35  
images/029/0290519024.jpg  219KB  2022-01-17 19:56:35  
images/029/0291333016.jpg  221KB  2022-01-17 19:56:35  
images/029/0291333013.jpg  151KB  2022-01-17 19:56:35  
images/029/0290519011.jpg  861KB  2022-01-17 19:56:35  
images/029/0291333007.jpg  206KB  2022-01-17 19:56:35  
images/029/0290519019.jpg  193KB  2022-01-17 19:56:35  
images/029/0290022001.jpg  288KB  2022-01-17 19:56:35  
images/029/0291333014.jpg  186KB  2022-01-17 19:56:35  
images/029/0290519017.jpg  452KB  2022-01-17 19:56:35  
images/029/0291333018.jpg  245KB  2022-01-17 19:56:35  
images/029/0291338004.jpg  115KB  2022-01-17 19:56:35  
images/014/0146721001.jpg  270KB  2022-01-17 19:56:35  
images/014/0147339034.jpg  295KB  2022-01-17 19:56:35  
images/014/0144993001.jpg  247KB  2022-01-17 19:56:35  
images/014/0141661022.jpg  175KB  2022-01-17 19:56:35  
images/014/0148033006.jpg  538KB  2022-01-17 19:56:35  
images/014/0148033001.jpg  232KB  2022-01-17 19:56:35  
images/014/0145872052.jpg  307KB  2022-01-17 19:56:35  
images/014/0145872001.jpg  160KB  2022-01-17 19:56:35  
images/014/0146721002.jpg  290KB  2022-01-17 19:56:35  
images/014/0145872053.jpg  372KB  2022-01-17 19:56:35  
images/014/0141661025.jpg  194KB  2022-01-17 19:56:35  
images/014/0146706005.jpg  206KB  2022-01-17 19:56:35  
images/014/0145872043.jpg  102KB  2022-01-17 19:56:35  
images/014/0146706001.jpg  149KB  2022-01-17 19:56:35  
images/014/0146730001.jpg  249KB  2022-01-17 19:56:35  
images/014/0146706004.jpg  200KB  2022-01-17 19:56:35  
images/014/0145872037.jpg  338KB  2022-01-17 19:56:35  
images/014/0145872051.jpg  238KB  2022-01-17 19:56:35  
images/011/0111586001.jpg  212KB  2022-01-17 19:56:35  
images/011/0118458003.jpg  326KB  2022-01-17 19:56:35  
images/011/0111565001.jpg  461KB  2022-01-17 19:56:35  
images/011/0118458004.jpg  353KB  2022-01-17 19:56:35  
images/011/0111609001.jpg  264KB  2022-01-17 19:56:35  
images/011/0116379047.jpg  418KB  2022-01-17 19:56:35  
images/011/0110065011.jpg  120KB  2022-01-17 19:56:35  
images/011/0118458039.jpg  417KB  2022-01-17 19:56:35  
images/011/0112679048.jpg  946KB  2022-01-17 19:56:35  
images/011/0111593001.jpg  335KB  2022-01-17 19:56:35  
images/011/0114428026.jpg  269KB  2022-01-17 19:56:35  
images/011/0118458029.jpg  552KB  2022-01-17 19:56:35  
images/011/0118458028.jpg  263KB  2022-01-17 19:56:35  
images/011/0111565003.jpg  285KB  2022-01-17 19:56:35  
images/011/0118458038.jpg  345KB  2022-01-17 19:56:35  
images/011/0110065002.jpg   84KB  2022-01-17 19:56:35  
images/011/0114428030.jpg  354KB  2022-01-17 19:56:35  
images/011/0118458034.jpg  230KB  2022-01-17 19:56:35  
images/011/0110065001.jpg  145KB  2022-01-17 19:56:35  
images/011/0112679052.jpg  763KB  2022-01-17 19:56:35  
images/018/0186262007.jpg  185KB  2022-01-17 19:56:35  
images/018/0184123020.jpg  144KB  2022-01-17 19:56:35  
images/018/0181448022.jpg  238KB  2022-01-17 19:56:35  
images/018/0181448103.jpg    1MB  2022-01-17 19:56:35  
images/018/0184583014.jpg  983KB  2022-01-17 19:56:35  
images/018/0181448105.jpg  318KB  2022-01-17 19:56:35  
images/018/0186262001.jpg  227KB  2022-01-17 19:56:35  
images/018/0186264015.jpg  157KB  2022-01-17 19:56:35  
images/018/0186264016.jpg  123KB  2022-01-17 19:56:35  
images/018/0186262013.jpg   87KB  2022-01-17 19:56:35  
images/018/0181448104.jpg  320KB  2022-01-17 19:56:35  
images/018/0186264014.jpg  197KB  2022-01-17 19:56:35  
images/018/0181448102.jpg    1MB  2022-01-17 19:56:35  
images/018/0181448109.jpg  233KB  2022-01-17 19:56:35  
images/018/0182909001.jpg  193KB  2022-01-17 19:56:35  
images/018/0184121021.jpg  174KB  2022-01-17 19:56:35  
images/018/0183815013.jpg  156KB  2022-01-17 19:56:35  
images/018/0186262006.jpg  183KB  2022-01-17 19:56:35  
images/018/0181448106.jpg  222KB  2022-01-17 19:56:35  
images/018/0181160009.jpg  387KB  2022-01-17 19:56:35  
customers.csv              198MB  2022-01-17 19:56:35  
articles.csv                34MB  2022-01-17 19:56:35  
sample_submission.csv      258MB  2022-01-17 19:56:35  
transactions_train.csv       3GB  2022-01-17 19:56:35  
